Total final energy consumption at regional and local authority level: 2003 in GWh (experimental),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Coal ,,,,Manufactured fuels ,,,,Petroleum products ,,,,,,Natural gas ,,,,Electricity ,,,,Renewables & Waste,,,,Consuming Sector,,
NUTS4 Code,NUTS4 Region,Industry & Commercial,Domestic,Total,,Industry & Commercial,Domestic,Total,,Industry & Commercial,Domestic,Road transport,Rail,Total,,Industry & Commercial,Domestic,Total,,Industry & Commercial,Domestic,Total,,Total,,Total,,Industry & Commercial,Domestic,Transport
UKN0507,Omagh,12.7,48.2,60.9,,0.1,11.2,11.3,,208.7,192.7,771.2,0.0,"1,172.6",,..,..,..,,..,..,..,,26.0,,..,,..,..,..
UKN0406,Strabane,10.9,53.0,63.9,,0.0,13.0,13.0,,163.8,102.8,559.4,0.0,825.9,,..,..,..,,..,..,..,,0.3,,..,,..,..,..
UKN,NORTHERN IRELAND,632.5,"1,787.2","2,419.7",,1.2,429.0,430.1,,"5,512.7","7,321.4","17,360.1",0.0,"30,194.2",,..,..,..,,..,..,..,,698.0,,..,,..,..,..
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Great Britain,"8,558.8","6,773.7","15,332.5",,"8,025.8","3,316.9","11,342.6",,"177,600.3","34,759.8","507,175.7","3,806.1","723,342.0",,"307,795.0","415,948.0","723,743.0",,"169,983.3","118,250.9","288,234.2",,"6,807.7",,"1,768,802.1",,"678,770.9","579,049.4","510,981.8"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Northern Ireland and Un- Allocated,..,..,..,,..,..,..,,..,..,..,..,..,,..,..,"294,689.0",,"23,661.0","3,092.0","26,753.0",,..,,"321,442.0",,..,..,..
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,UK,9191.3,"8,561.0","17,752.2",,"8,026.9","3,745.8","11,772.8",,"183,113.0","42,081.2","524,535.7","3,806.1","753,536.1",,..,..,"1,018,432.0",,"193,644.3","121,342.9","314,987.2",,"7,505.8",,"2,123,986.1",,..,..,..
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
, Energy Consumption as in DUKES,"5,605.6","8,524.7","14,142.0",,"9,769.1","3,779.7","13,548.9",,"167,226.8","39,960.5","486,398.8","3,977.4","697,575.2",,..,..,"1,018,432.3",,..,..,"325,033.4",,"7,780.4",,"2,076,513.3",,..,..,..
