D,Yorkshire and The Humber,,,00CG,Sheffield,,,E02001672,Sheffield 062,,,470,410,550,400,350,460,390,340,430,380,330,430
D,Yorkshire and The Humber,,,00CG,Sheffield,,,E02001673,Sheffield 063,,,750,650,870,600,530,690,500,440,560,430,380,490
D,Yorkshire and The Humber,,,00CG,Sheffield,,,E02001674,Sheffield 064,,,590,510,680,500,430,570,450,400,510,430,380,500
D,Yorkshire and The Humber,,,00CG,Sheffield,,,E02001675,Sheffield 065,,,520,450,600,440,380,510,400,360,460,360,320,410
D,Yorkshire and The Humber,,,00CG,Sheffield,,,E02001676,Sheffield 066,,,720,630,830,600,520,680,500,440,570,470,410,530
D,Yorkshire and The Humber,,,00CG,Sheffield,,,E02001677,Sheffield 067,,,670,580,770,550,480,630,470,420,540,450,400,520
D,Yorkshire and The Humber,,,00CG,Sheffield,,,E02001678,Sheffield 068,,,770,670,900,670,580,770,600,530,680,540,480,620
D,Yorkshire and The Humber,,,00CG,Sheffield,,,E02001679,Sheffield 069,,,460,390,530,400,350,460,380,340,430,330,290,380
D,Yorkshire and The Humber,,,00CG,Sheffield,,,E02001680,Sheffield 070,,,390,330,450,360,310,410,340,300,390,310,270,350
D,Yorkshire and The Humber,,,00CG,Sheffield,,,E02001681,Sheffield 071,,,680,590,790,590,510,680,500,440,570,470,410,530
